Filename, Number of Infected, Total Number, Infection Percentage
NORVerilog2/Infected/Inf_gate_level_29506_NOR.v, 4, 480, 0.008333333333333333
NORVerilog2/Infected/Inf_gate_level_34468_NOR.v, 4, 1816, 0.0022026431718061676
NORVerilog2/Infected/Inf_gate_level_23409_NOR.v, 4, 905, 0.004419889502762431
NORVerilog2/Infected/Inf_gate_level_34047_NOR.v, 4, 1580, 0.002531645569620253
NORVerilog2/Infected/Inf_gate_level_41072_NOR.v, 4, 1042, 0.003838771593090211
NORVerilog2/Infected/Inf_gate_level_4579_NOR.v, 4, 1465, 0.0027303754266211604
NORVerilog2/Infected/Inf_gate_level_45559_NOR.v, 4, 1819, 0.0021990104452996153
NORVerilog2/Infected/Inf_gate_level_41934_NOR.v, 4, 1231, 0.003249390739236393
NORVerilog2/Infected/Inf_gate_level_11113_NOR.v, 4, 819, 0.004884004884004884
NORVerilog2/Infected/Inf_gate_level_37700_NOR.v, 4, 851, 0.004700352526439483
NORVerilog2/Infected/Inf_gate_level_40863_NOR.v, 4, 1644, 0.0024330900243309003
NORVerilog2/Infected/Inf_gate_level_40369_NOR.v, 4, 1663, 0.0024052916416115455
NORVerilog2/Infected/Inf_gate_level_19201_NOR.v, 4, 527, 0.007590132827324478
NORVerilog2/Infected/Inf_gate_level_2115_NOR.v, 4, 808, 0.0049504950495049506
NORVerilog2/Infected/Inf_gate_level_10716_NOR.v, 4, 406, 0.009852216748768473
NORVerilog2/Infected/Inf_gate_level_50232_NOR.v, 4, 1937, 0.002065049044914817
NORVerilog2/Infected/Inf_gate_level_16591_NOR.v, 4, 1489, 0.002686366689053056
NORVerilog2/Infected/Inf_gate_level_10930_NOR.v, 4, 628, 0.006369426751592357
NORVerilog2/Infected/Inf_gate_level_17216_NOR.v, 4, 1627, 0.002458512599877074
NORVerilog2/Infected/Inf_gate_level_50400_NOR.v, 4, 1733, 0.002308136180034622
NORVerilog2/Infected/Inf_gate_level_5197_NOR.v, 4, 1994, 0.0020060180541624875
NORVerilog2/Infected/Inf_gate_level_340_NOR.v, 4, 1412, 0.0028328611898017
NORVerilog2/Infected/Inf_gate_level_1503_NOR.v, 4, 1660, 0.0024096385542168677
NORVerilog2/Infected/Inf_gate_level_20234_NOR.v, 4, 499, 0.008016032064128256
NORVerilog2/Infected/Inf_gate_level_29582_NOR.v, 4, 1247, 0.0032076984763432237
NORVerilog2/Infected/Inf_gate_level_43852_NOR.v, 4, 795, 0.005031446540880503
NORVerilog2/Infected/Inf_gate_level_26526_NOR.v, 4, 240, 0.016666666666666666
NORVerilog2/Infected/Inf_gate_level_49826_NOR.v, 4, 1167, 0.003427592116538132
NORVerilog2/Infected/Inf_gate_level_8364_NOR.v, 4, 1287, 0.003108003108003108
NORVerilog2/Infected/Inf_gate_level_23480_NOR.v, 4, 1793, 0.002230897936419409
NORVerilog2/Infected/Inf_gate_level_841_NOR.v, 4, 738, 0.005420054200542005
NORVerilog2/Infected/Inf_gate_level_47038_NOR.v, 4, 1536, 0.0026041666666666665
NORVerilog2/Infected/Inf_gate_level_26154_NOR.v, 4, 406, 0.009852216748768473
NORVerilog2/Infected/Inf_gate_level_2415_NOR.v, 4, 2006, 0.0019940179461615153
NORVerilog2/Infected/Inf_gate_level_33751_NOR.v, 4, 1242, 0.00322061191626409
NORVerilog2/Infected/Inf_gate_level_39584_NOR.v, 4, 1734, 0.002306805074971165
NORVerilog2/Infected/Inf_gate_level_47480_NOR.v, 4, 1276, 0.003134796238244514
NORVerilog2/Infected/Inf_gate_level_29770_NOR.v, 4, 1603, 0.002495321272613849
NORVerilog2/Infected/Inf_gate_level_51559_NOR.v, 4, 1436, 0.002785515320334262
NORVerilog2/Infected/Inf_gate_level_38853_NOR.v, 4, 1807, 0.002213613724405091
NORVerilog2/Infected/Inf_gate_level_15750_NOR.v, 4, 1820, 0.002197802197802198
NORVerilog2/Infected/Inf_gate_level_46160_NOR.v, 4, 728, 0.005494505494505495
NORVerilog2/Infected/Inf_gate_level_37971_NOR.v, 4, 1926, 0.0020768431983385254
NORVerilog2/Infected/Inf_gate_level_39359_NOR.v, 4, 718, 0.005571030640668524
NORVerilog2/Infected/Inf_gate_level_48647_NOR.v, 4, 1990, 0.0020100502512562816
NORVerilog2/Infected/Inf_gate_level_38347_NOR.v, 4, 994, 0.004024144869215292
NORVerilog2/Infected/Inf_gate_level_25714_NOR.v, 4, 1410, 0.0028368794326241137
NORVerilog2/Infected/Inf_gate_level_28889_NOR.v, 4, 780, 0.005128205128205128
NORVerilog2/Infected/Inf_gate_level_13792_NOR.v, 4, 1397, 0.002863278453829635
NORVerilog2/Infected/Inf_gate_level_48424_NOR.v, 4, 785, 0.005095541401273885
NORVerilog2/Infected/Inf_gate_level_41557_NOR.v, 4, 1619, 0.0024706609017912293
NORVerilog2/Infected/Inf_gate_level_10778_NOR.v, 4, 914, 0.00437636761487965
NORVerilog2/Infected/Inf_gate_level_8347_NOR.v, 4, 1315, 0.003041825095057034
NORVerilog2/Infected/Inf_gate_level_51322_NOR.v, 4, 1625, 0.0024615384615384616
NORVerilog2/Infected/Inf_gate_level_24271_NOR.v, 4, 1518, 0.002635046113306983
